company_id,year,metric,difference,category
DABUR,2016-03,ROCE,5.5336012861736315,Version Difference
DABUR,2017-03,ROE,7.208087476789768,Data Source Issue
DABUR,2019-03,ROE,6.474715909090911,Data Source Issue
DIVISLAB,2013-03,ROE,11.870371851259495,Data Source Issue
DIVISLAB,2013-03,ROCE,12.66337805840568,Version Difference
DIVISLAB,2014-03,ROE,13.879622132253711,Data Source Issue
DIVISLAB,2014-03,ROCE,14.552984574111335,Version Difference
DIVISLAB,2015-03,ROE,12.170709382151031,Data Source Issue
DIVISLAB,2015-03,ROCE,12.935140505251205,Version Difference
DIVISLAB,2016-03,ROE,14.028744467738182,Data Source Issue
DIVISLAB,2016-03,ROCE,13.603806228373703,Version Difference
DIVISLAB,2017-03,ROE,7.587194325182008,Data Source Issue
DIVISLAB,2017-03,ROCE,8.105970702762843,Version Difference
DIVISLAB,2019-03,ROE,7.2480379473911185,Data Source Issue
DIVISLAB,2019-03,ROCE,7.639883902024636,Version Difference
DIVISLAB,2020-03,ROE,6.63720930232558,Data Source Issue
DIVISLAB,2020-03,ROCE,5.815961355286433,Version Difference
DIVISLAB,2021-03,ROE,9.14480903711673,Data Source Issue
DIVISLAB,2021-03,ROCE,11.575268817204304,Version Difference
DIVISLAB,2022-03,ROE,13.038744884038202,Data Source Issue
DIVISLAB,2022-03,ROCE,13.955165359699965,Version Difference
DLF,2015-03,ROE,5.097539186671051,Data Source Issue
DLF,2016-03,ROE,5.682809838381321,Data Source Issue
DLF,2018-03,ROE,5.7287686556597075,Data Source Issue
DLF,2020-03,ROE,8.662776148866374,Data Source Issue
DMART,2013-03,ROCE,6.548288973384029,Version Difference
DMART,2016-03,ROE,6.538790269559502,Data Source Issue
DMART,2021-03,ROE,5.479973736047274,Data Source Issue
DMART,2021-03,ROCE,8.817190108928996,Version Difference
DMART,2022-03,ROCE,5.410471204188481,Version Difference
DRREDDY,2013-03,ROCE,5.417520644711971,Version Difference
DRREDDY,2014-03,ROCE,5.40941500567169,Version Difference
DRREDDY,2015-03,ROCE,7.102809345662454,Version Difference
DRREDDY,2016-03,ROCE,9.880440927077444,Version Difference
DRREDDY,2017-03,ROE,10.863382808677212,Data Source Issue
DRREDDY,2017-03,ROCE,18.08905704307334,Version Difference
DRREDDY,2018-03,ROE,13.867387846006999,Data Source Issue
DRREDDY,2018-03,ROCE,19.279005838009407,Version Difference
DRREDDY,2019-03,ROE,7.4952652595550475,Data Source Issue
DRREDDY,2019-03,ROCE,15.06231105139402,Version Difference
DRREDDY,2020-03,ROE,8.41198794794538,Data Source Issue
DRREDDY,2020-03,ROCE,19.121708125105286,Version Difference
DRREDDY,2021-03,ROE,10.334867637889008,Data Source Issue
DRREDDY,2021-03,ROCE,13.704914860681114,Version Difference
DRREDDY,2022-03,ROE,10.042515094732458,Data Source Issue
DRREDDY,2022-03,ROCE,14.980261993273146,Version Difference
DRREDDY,2023-03,ROCE,5.308914870295947,Version Difference
DRREDDY,2024-03,ROCE,5.138947646747752,Version Difference
EICHERMOT,2016-03,ROE,12.427429509991786,Data Source Issue
EICHERMOT,2016-03,ROCE,11.147007616974975,Version Difference
EICHERMOT,2017-03,ROE,6.988026192703462,Data Source Issue
EICHERMOT,2017-03,ROCE,5.916675829210185,Version Difference
EICHERMOT,2020-03,ROE,5.895220919747519,Data Source Issue
EICHERMOT,2020-03,ROCE,13.494916911045944,Version Difference
EICHERMOT,2021-03,ROE,12.4234656408463,Data Source Issue
EICHERMOT,2021-03,ROCE,19.673389379771812,Version Difference
EICHERMOT,2022-03,ROE,10.898921319796953,Data Source Issue
EICHERMOT,2022-03,ROCE,17.526549229317396,Version Difference
